Жанр фильма,"Продолжительность, часы","Продолжительность, минуты",Страна производства,Год производства
Триллер,1,35,США,2023.0
Драма,1,52,Германия,2020.0
Триллер,0,23,Россия,2005.0
Комедия,1,24,Германия,2011.0
Драма,нет данных,52,Италия,2018.0
Документальный,1,44,Россия-Германия,2009.0
Комедия,1,29,Италия,2002.0
Документальный,нет данных,41,США,2010.0
Триллер,нет данных,50,США,2013.0
Драма,0,13,США,2020.0
Боевик,1,35,США,
Драма,нет данных,17,Россия,2010.0
Комедия,0,30,США,
Триллер,нет данных,55,Россия,2013.0
Комедия,10,10,США,2007.0
Боевик,нет данных,26,Франция,2016.0
Боевик,0,13,США,2005.0
Комедия,0,44,Италия,2003.0
Драма,1,106,Франция-Италия,2017.0
Боевик,2,18,США,2010.0
Драма,1,1,США,2004.0
Документальный,1,44,США,2009.0
Драма,1,43,Россия,
Боевик,1,24,Россия,2012.0
Документальный,0,58,Россия,2015.0
Боевик,2,40,Россия,2011.0
Триллер,2,16,Россия,2005.0
Документальный,1,60,Россия,2002.0
Боевик,2,50,Россия,2007.0
Боевик,1,46,Россия-Франция,2005.0
Комедия,нет данных,39,США,2010.0
Боевик,1,46,Россия,2006.0
Триллер,2,40,Россия,2016.0
Боевик,0,45,Италия,2008.0
Боевик,нет данных,0,Россия-Германия,2014.0
Триллер,1,26,Италия,2011.0
Триллер,нет данных,32,Италия,2007.0
Боевик,2,44,Россия-Франция,2007.0
Триллер,1,15,Италия,2004.0
Боевик,1,45,Россия,
Боевик,2,37,Россия,2016.0
Триллер,1,44,Франция-Италия,2011.0
Боевик,1,25,Россия,2005.0
Триллер,нет данных,56,Германия,2011.0
Драма,1,28,США,2010.0
Боевик,1,5,Германия,1995.0
Триллер,1,18,Германия,2012.0
Драма,1,22,Россия,2007.0
Комедия,1,20,США,2001.0
Драма,1,32,Россия,2010.0
Боевик,1,10,США,2001.0
Боевик,1,18,США,2013.0
Драма,0,50,Россия-Франция,2016.0
Боевик,1,38,Германия,2014.0
Триллер,1,15,США,2010.0
Боевик,0,44,США-Германия,2011.0
Документальный,1,15,Россия,
Боевик,нет данных,43,Франция,2012.0
Триллер,1,7,США,2010.0
Драма,1,11,США,2006.0
Документальный,1,35,Германия,2014.0
Драма,0,37,Германия,2009.0
Комедия,2,12,США,2012.0
Комедия,2,50,Россия,2019.0
Боевик,1,30,Франция,
Боевик,0,36,Франция,
Документальный,1,35,Италия,2009.0
Триллер,0,25,Россия,2002.0
Боевик,1,50,Италия,2011.0
Боевик,нет данных,31,Россия,2014.0
Боевик,1,14,Франция,2017.0
Документальный,1,15,США,2014.0
Комедия,1,41,Италия,2007.0
Драма,2,44,Франция,2006.0
Боевик,нет данных,10,Италия,2009.0
Документальный,нет данных,18,Франция,2005.0
Боевик,1,7,Россия,2009.0
Драма,0,35,США,2003.0
Триллер,нет данных,30,Германия,2004.0
Драма,1,35,Россия,2013.0
Триллер,2,55,Франция,2010.0
Комедия,1,18,Германия,
Боевик,1,40,Россия,2011.0
Боевик,1,20,США,2005.0
Боевик,1,47,Россия-Германия,2001.0
Боевик,16,26,Франция,2010.0
Документальный,3,30,Россия,2019.0
Триллер,7,40,США,2010.0
Триллер,1,18,Франция,2009.0
Боевик,нет данных,39,США,2013.0
Триллер,2,28,Россия,2014.0
Драма,1,48,Россия,2015.0
Драма,3,39,Германия-Франция,2013.0
Боевик,1,14,США,2006.0
Драма,1,9,Италия,2013.0
Боевик,1,40,Россия,2010.0
Драма,24,58,Франция-Италия,2013.0
Триллер,1,31,США,2000.0
Боевик,1,44,Россия,2017.0
Драма,1,40,Италия,2010.0
Драма,1,25,Россия,2002.0
Триллер,1,15,Россия,2022.0
Документальный,1,6,Франция,2013.0
Триллер,1,20,США-Германия,2015.0
Комедия,2,26,США,2011.0
Триллер,1,20,Германия,2012.0
Боевик,1,18,США,2007.0
Драма,0,30,Франция,2002.0
Боевик,1,39,Россия,2003.0
Драма,нет данных,37,США,2006.0
Боевик,1,28,Германия,2010.0
Драма,0,12,США,2019.0
Документальный,1,31,Россия,
Боевик,нет данных,30,Россия-Италия,2016.0
Драма,1,30,Италия,2011.0
Драма,1,0,Россия,2013.0
Комедия,1,60,Россия,2006.0
Триллер,1,23,США,2010.0
Боевик,нет данных,19,США,2006.0
Триллер,нет данных,44,США,2016.0
Боевик,3,18,Германия,
Комедия,1,40,Россия,2017.0
Боевик,0,53,США,2007.0
Триллер,1,26,Германия,2004.0
Триллер,2,55,Россия,2003.0
Драма,нет данных,47,США,
Боевик,1,37,Италия,2016.0
Боевик,нет данных,30,Италия,2005.0
Драма,1,33,США,
Драма,1,39,Россия,2007.0
Драма,1,49,Франция-Италия,2022.0
Триллер,1,0,Германия,2011.0
Драма,1,50,Россия,2018.0
Боевик,нет данных,30,Италия,2011.0
Боевик,2,34,Россия,2021.0
Триллер,1,40,Россия,2020.0
Драма,0,10,США,2006.0
Документальный,1,28,США,2014.0
Боевик,0,54,Италия,2010.0
Боевик,1,42,США,2007.0
Боевик,3,43,Россия,2011.0
Драма,1,8,США,2012.0
Драма,1,29,США-Германия,2012.0
Комедия,1,2,Россия,2002.0
Боевик,1,46,США,2014.0
Драма,1,26,Россия,2010.0
Драма,1,48,Франция,2006.0
Драма,нет данных,59,Германия,
Боевик,нет данных,51,США,2003.0
Боевик,нет данных,6,Россия-Германия,2011.0
Драма,0,26,США,
Комедия,1,9,США,2008.0
Драма,1,0,Россия,2015.0
Драма,0,30,США,2005.0
Документальный,1,7,Италия,2002.0
Драма,1,30,Италия,
Боевик,1,39,США,2010.0
Боевик,нет данных,0,Россия,2013.0
Боевик,0,18,Италия,2007.0
Драма,3,26,Италия,2011.0
Драма,нет данных,36,США,
Боевик,1,4,США,2011.0
Триллер,нет данных,7,Россия,2013.0
Драма,2,53,Италия,2010.0
Драма,1,39,Россия,2000.0
Триллер,нет данных,35,США,2008.0
Драма,1,30,Россия,2014.0
Триллер,нет данных,46,Франция,2009.0
Документальный,1,44,США,2009.0
Боевик,1,10,Россия-Франция,2015.0
Триллер,нет данных,36,Франция,2004.0
Триллер,1,5,США,2022.0
Триллер,нет данных,30,США,2010.0
Документальный,нет данных,28,Россия,2005.0
Комедия,1,0,Россия,1999.0
Боевик,0,26,Россия,
Триллер,нет данных,4,Россия,2008.0
Триллер,2,32,США,2005.0
Комедия,1,30,Россия,2003.0
Боевик,2,26,Италия,
Боевик,1,78,Франция,2018.0
Драма,1,96,Германия,2008.0
Драма,нет данных,51,Россия,2006.0
Комедия,1,35,США,2013.0
Драма,1,26,Франция,2010.0
Боевик,4,0,Россия,2009.0
Драма,нет данных,34,Россия,2017.0
Триллер,0,24,Россия,2009.0
Драма,2,36,Франция-Италия,2009.0
Триллер,1,10,Россия-Италия,2007.0
Боевик,нет данных,12,Россия,2017.0
Триллер,нет данных,50,Россия,2010.0
Боевик,1,34,США,2005.0
Драма,нет данных,58,Германия,2009.0
Документальный,1,29,Россия,2016.0
Боевик,1,40,Россия,2010.0
Документальный,9,15,Германия,2007.0
Драма,1,18,Франция,2014.0
Драма,1,28,Италия,2006.0
Боевик,1,24,США,
Триллер,1,26,Россия,2012.0
Драма,1,45,Россия,
Документальный,1,12,Россия,2011.0
Триллер,нет данных,5,Россия-Италия,2001.0
Триллер,1,1,Россия,2010.0
Триллер,2,57,Россия,2017.0
Драма,1,49,Франция,2013.0
Триллер,нет данных,43,США,2018.0
Триллер,1,50,Германия,2011.0
Документальный,нет данных,17,США-Германия,2007.0
Документальный,1,8,Россия,1999.0
Комедия,1,45,США,2012.0
Драма,нет данных,15,США,2008.0
Триллер,1,51,Италия,2006.0
Документальный,1,48,Россия,2002.0
Триллер,1,0,Италия,2010.0
Комедия,1,15,США,2012.0
Комедия,1,78,Россия,2013.0
Триллер,1,8,Франция,2015.0
Драма,1,30,Италия,2014.0
Боевик,0,32,США,2011.0
Боевик,1,18,Россия,2012.0
Драма,1,50,США,2006.0
Драма,1,29,Италия,2009.0
Боевик,1,36,Россия,2014.0
Боевик,нет данных,8,Россия-Франция,2011.0
Боевик,1,30,Россия,2011.0
Боевик,1,18,Италия,2010.0
Документальный,нет данных,52,Россия,2009.0
Драма,нет данных,58,Россия,2020.0
Боевик,0,47,США,2007.0
Боевик,1,49,США,2002.0
Комедия,нет данных,38,Россия-Германия,2002.0
Боевик,4,34,Франция,2010.0
Драма,1,55,Россия,2008.0
Документальный,1,44,Россия,
Боевик,2,53,Франция,2013.0
Комедия,1,55,Италия,2005.0
Драма,нет данных,40,США,2007.0
Комедия,3,5,США,2011.0
Боевик,1,11,Россия,2014.0
Триллер,1,30,Россия,2004.0
Боевик,1,20,США,2001.0
Драма,1,28,Франция,2011.0
Комедия,1,49,Россия,2006.0
Драма,нет данных,22,США,2008.0
Документальный,нет данных,58,США,
Триллер,7,7,Италия,2009.0
Комедия,1,0,Россия,2004.0
Триллер,30,38,Россия,2016.0
Триллер,2,29,Россия-Франция,2009.0
Комедия,6,46,Россия,2006.0
Триллер,2,30,Франция,
Боевик,0,21,Франция,
Триллер,0,36,США,2010.0
Боевик,1,2,Франция,2013.0
Драма,1,4,Россия,2010.0
Драма,1,28,США,2015.0
Драма,2,51,Россия,2017.0
Комедия,1,19,Германия,2008.0
Драма,2,23,Германия,2013.0
Боевик,1,6,США,2009.0
Драма,1,33,Россия,2010.0
Боевик,нет данных,25,Россия,2011.0
Драма,1,40,Германия,2012.0
Триллер,11,13,США,1998.0
Боевик,1,16,США,2009.0
